Name,Year,Genre,Budget,Duration,Rating,Language,Industry
The Blue Lagoon,1980.0,Adventure,4500000,104,5.8,English,Hollywood
Star Wars: Episode V - The Empire Strikes Back,1980.0,Action,18000000,124,8.7,English,Hollywood
Airplane!,1980.0,Comedy,3500000,88,7.7,English,Hollywood
Caddyshack,1980.0,Comedy,6000000,98,7.3,English,Hollywood
Friday the 13th,1980.0,Horror,550000,95,6.4,English,Hollywood
The Blues Brothers,1980.0,Action,27000000,133,7.9,English,Hollywood
Raging Bull,1980.0,Biography,18000000,129,8.2,English,Hollywood
Superman II,1980.0,Action,54000000,127,6.8,English,Hollywood
The Long Riders,1980.0,Biography,10000000,100,7.0,English,Hollywood
Any Which Way You Can,1980.0,Action,15000000,116,6.1,English,Hollywood
Popeye,1980.0,Adventure,20000000,114,5.3,English,Hollywood
Ordinary People,1980.0,Drama,6000000,124,7.7,English,Hollywood
Dressed to Kill,1980.0,Crime,6500000,104,7.1,English,Hollywood
Somewhere in Time,1980.0,Drama,5100000,103,7.2,English,Hollywood
Fame,1980.0,Drama,37010639,134,6.6,English,Hollywood
9 to 5,1980.0,Comedy,10000000,109,6.9,English,Hollywood
The Fog,1980.0,Horror,1000000,89,6.8,English,Hollywood
Stir Crazy,1980.0,Comedy,37010639,111,6.8,English,Hollywood
Heaven's Gate,1980.0,Adventure,44000000,219,6.8,English,Hollywood
The Final Countdown,1980.0,Action,12000000,103,6.7,English,Hollywood
Xanadu,1980.0,Fantasy,20000000,96,5.3,English,Hollywood
Urban Cowboy,1980.0,Drama,37010639,132,6.4,English,Hollywood
Altered States,1980.0,Horror,37010639,102,6.9,English,Hollywood
Little Darlings,1980.0,Comedy,37010639,96,6.5,English,Hollywood
Brubaker,1980.0,Crime,9000000,131,7.2,English,Hollywood
American Gigolo,1980.0,Crime,4800000,117,6.2,English,Hollywood
My Bodyguard,1980.0,Comedy,37010639,102,7.1,English,Hollywood
Smokey and the Bandit II,1980.0,Action,37010639,100,5.3,English,Hollywood
Cattle Annie and Little Britches,1980.0,Drama,5100000,97,6.1,English,Hollywood
Seems Like Old Times,1980.0,Comedy,37010639,102,6.7,English,Hollywood
Private Benjamin,1980.0,Comedy,10000000,109,6.2,English,Hollywood
The Hollywood Knights,1980.0,Comedy,4000000,91,6.3,English,Hollywood
Motel Hell,1980.0,Comedy,3000000,101,6.0,English,Hollywood
The Jazz Singer,1980.0,Drama,37010639,115,5.9,English,Hollywood
Coal Miner's Daughter,1980.0,Biography,37010639,124,7.5,English,Hollywood
The Watcher in the Woods,1980.0,Family,37010639,84,6.3,English,Hollywood
The Stunt Man,1980.0,Action,3500000,131,7.1,English,Hollywood
Where the Buffalo Roam,1980.0,Biography,37010639,99,6.6,English,Hollywood
Cheech and Chong's Next Movie,1980.0,Comedy,37010639,99,6.1,English,Hollywood
The Island,1980.0,Action,22000000,109,5.3,English,Hollywood
The Boogey Man,1980.0,Horror,300000,82,4.6,English,Hollywood
The Nude Bomb,1980.0,Action,15000000,94,5.1,English,Hollywood
Stardust Memories,1980.0,Comedy,10000000,89,7.3,English,Hollywood
Melvin and Howard,1980.0,Comedy,7000000,95,6.8,English,Hollywood
Can't Stop the Music,1980.0,Biography,20000000,124,4.2,English,Hollywood
Bronco Billy,1980.0,Action,6500000,116,6.1,English,Hollywood
The Private Eyes,1980.0,Comedy,37010639,91,6.7,English,Hollywood
When Time Ran Out...,1980.0,Action,20000000,121,4.6,English,Hollywood
Oh Heavenly Dog,1980.0,Comedy,6000000,103,5.4,English,Hollywood
The Octagon,1980.0,Action,4000000,103,5.1,English,Hollywood
Hangar 18,1980.0,Sci-Fi,11000000,97,5.3,English,Hollywood
Herbie Goes Bananas,1980.0,Adventure,37010639,100,5.0,English,Hollywood
The Competition,1980.0,Drama,37010639,123,6.7,English,Hollywood
It's My Turn,1980.0,Comedy,37010639,91,5.5,English,Hollywood
Honeysuckle Rose,1980.0,Drama,37010639,119,6.3,English,Hollywood
Resurrection,1980.0,Drama,37010639,103,7.3,English,Hollywood
Fatso,1980.0,Comedy,37010639,93,6.3,English,Hollywood
The Fiendish Plot of Dr. Fu Manchu,1980.0,Comedy,37010639,100,5.1,English,Hollywood
Serial,1980.0,Comedy,37010639,86,6.6,English,Hollywood
Hero at Large,1980.0,Comedy,37010639,98,6.0,English,Hollywood
Wholly Moses!,1980.0,Comedy,37010639,103,4.7,English,Hollywood
"Bon Voyage, Charlie Brown (and Don't Come Back!!)",1980.0,Animation,37010639,75,7.3,English,Hollywood
In God We Trust (or Gimme That Prime Time Religion),1980.0,Comedy,37010639,97,5.5,English,Hollywood
Roadie,1980.0,Comedy,37010639,106,5.2,English,Hollywood
Just Tell Me What You Want,1980.0,Comedy,37010639,112,5.5,English,Hollywood
The Last Flight of Noah's Ark,1980.0,Adventure,6000000,97,5.8,English,Hollywood
Little Miss Marker,1980.0,Comedy,37010639,103,6.3,English,Hollywood
Willie & Phil,1980.0,Comedy,5500000,115,5.9,English,Hollywood
Windwalker,1980.0,Adventure,3000000,108,6.9,English,Hollywood
Windows,1980.0,Drama,37010639,96,4.8,English,Hollywood
Loving Couples,1980.0,Comedy,37010639,97,5.2,English,Hollywood
"Oh, God! Book II",1980.0,Comedy,37010639,94,5.2,English,Hollywood
"Those Lips, Those Eyes",1980.0,Comedy,37010639,105,6.5,English,Hollywood
The Gong Show Movie,1980.0,Comedy,37010639,89,4.3,English,Hollywood
Gilda Live,1980.0,Comedy,37010639,96,6.8,English,Hollywood
Why Would I Lie?,1980.0,Comedy,37010639,105,6.5,English,Hollywood
First Family,1980.0,Comedy,37010639,97,4.3,English,Hollywood
Indiana Jones and the Raiders of the Lost Ark,1981.0,Action,18000000,115,8.4,English,Hollywood
Body Heat,1981.0,Crime,37010639,113,7.4,English,Hollywood
Escape from New York,1981.0,Action,6000000,99,7.2,English,Hollywood
The Evil Dead,1981.0,Horror,350000,85,7.5,English,Hollywood
Blow Out,1981.0,Crime,18000000,108,7.4,English,Hollywood
Stripes,1981.0,Comedy,10000000,106,6.9,English,Hollywood
The Cannonball Run,1981.0,Action,18000000,95,6.2,English,Hollywood
Thief,1981.0,Action,5500000,123,7.4,English,Hollywood
Endless Love,1981.0,Drama,37010639,116,4.9,English,Hollywood
The Four Seasons,1981.0,Comedy,37010639,107,6.8,English,Hollywood
Friday the 13th Part 2,1981.0,Horror,1250000,87,6.1,English,Hollywood
Halloween II,1981.0,Horror,2500000,92,6.5,English,Hollywood
Taps,1981.0,Drama,14000000,126,6.8,English,Hollywood
Reds,1981.0,Biography,32000000,195,7.3,English,Hollywood
On Golden Pond,1981.0,Drama,37010639,109,7.6,English,Hollywood
The Fox and the Hound,1981.0,Animation,12000000,83,7.3,English,Hollywood
Absence of Malice,1981.0,Drama,12000000,116,6.9,English,Hollywood
Tarzan the Ape Man,1981.0,Adventure,6500000,115,3.4,English,Hollywood
Arthur,1981.0,Comedy,7000000,97,6.9,English,Hollywood
My Dinner with Andre,1981.0,Biography,37010639,110,7.8,English,Hollywood
Caveman,1981.0,Comedy,37010639,91,5.8,English,Hollywood
Dead & Buried,1981.0,Horror,3000000,94,6.6,English,Hollywood
History of the World: Part I,1981.0,Comedy,11000000,92,6.9,English,Hollywood
The Howling,1981.0,Horror,1000000,91,6.6,English,Hollywood
Cutter's Way,1981.0,Crime,3000000,109,6.9,English,Hollywood
Mommie Dearest,1981.0,Biography,5000000,129,6.7,English,Hollywood
Private Lessons,1981.0,Comedy,2800000,87,5.2,English,Hollywood
Ragtime,1981.0,Drama,37010639,155,7.3,English,Hollywood
Deadly Blessing,1981.0,Horror,2500000,100,5.6,English,Hollywood
Eyewitness,1981.0,Crime,8500000,103,6.0,English,Hollywood
Southern Comfort,1981.0,Action,37010639,106,7.2,English,Hollywood
S.O.B.,1981.0,Comedy,12000000,122,6.4,English,Hollywood
Ghost Story,1981.0,Drama,37010639,110,6.3,English,Hollywood
The Funhouse,1981.0,Horror,37010639,96,5.9,English,Hollywood
One from the Heart,1981.0,Drama,26000000,107,6.5,English,Hollywood
True Confessions,1981.0,Crime,10000000,108,6.3,English,Hollywood
Looker,1981.0,Drama,8000000,93,6.1,English,Hollywood
Nighthawks,1981.0,Action,5000000,99,6.4,English,Hollywood
Nice Dreams,1981.0,Comedy,37010639,88,6.2,English,Hollywood
Sharky's Machine,1981.0,Action,37010639,122,6.3,English,Hollywood
Neighbors,1981.0,Comedy,8500000,94,5.6,English,Hollywood
Wolfen,1981.0,Horror,17000000,115,6.3,English,Hollywood
Student Bodies,1981.0,Comedy,37010639,86,5.5,English,Hollywood
Prince of the City,1981.0,Crime,8600000,167,7.5,English,Hollywood
The Hand,1981.0,Drama,37010639,104,5.5,English,Hollywood
Continental Divide,1981.0,Comedy,37010639,103,6.2,English,Hollywood
Fort Apache the Bronx,1981.0,Crime,37010639,125,6.7,English,Hollywood
Eyes of a Stranger,1981.0,Horror,800000,84,6.0,English,Hollywood
Zorro: The Gay Blade,1981.0,Action,37010639,93,6.2,English,Hollywood
Under the Rainbow,1981.0,Comedy,20000000,98,5.4,English,Hollywood
Carbon Copy,1981.0,Comedy,6000000,92,5.6,English,Hollywood
The Incredible Shrinking Woman,1981.0,Comedy,37010639,88,5.5,English,Hollywood
The Night the Lights Went Out in Georgia,1981.0,Drama,37010639,112,6.0,English,Hollywood
Graduation Day,1981.0,Horror,250000,96,4.9,English,Hollywood
Modern Problems,1981.0,Comedy,8000000,93,5.1,English,Hollywood
Pennies from Heaven,1981.0,Drama,22000000,108,6.5,English,Hollywood
American Pop,1981.0,Animation,1500000,96,7.2,English,Hollywood
The Legend of the Lone Ranger,1981.0,Action,18000000,98,5.1,English,Hollywood
Night School,1981.0,Horror,37010639,88,5.6,English,Hollywood
An Eye for an Eye,1981.0,Action,3800000,106,5.5,English,Hollywood
Zoot Suit,1981.0,Drama,2700000,103,6.8,English,Hollywood
Rich and Famous,1981.0,Drama,37010639,117,5.9,English,Hollywood
Buddy Buddy,1981.0,Comedy,10000000,96,6.5,English,Hollywood
Bustin' Loose,1981.0,Comedy,11000000,94,6.1,English,Hollywood
Modern Romance,1981.0,Comedy,37010639,93,7.0,English,Hollywood
Heartbeeps,1981.0,Comedy,12000000,78,4.3,English,Hollywood
Back Roads,1981.0,Adventure,37010639,94,5.6,English,Hollywood
Take This Job and Shove It,1981.0,Comedy,3500000,100,5.0,English,Hollywood
Raggedy Man,1981.0,Drama,37010639,94,6.8,English,Hollywood
Whose Life Is It Anyway?,1981.0,Comedy,13000000,119,7.3,English,Hollywood
All Night Long,1981.0,Comedy,14000000,87,5.5,English,Hollywood
The Pursuit of D.B. Cooper,1981.0,Adventure,12000000,100,5.6,English,Hollywood
Rollover,1981.0,Drama,16000000,116,5.4,English,Hollywood
Only When I Laugh,1981.0,Comedy,37010639,120,6.5,English,Hollywood
Honky Tonk Freeway,1981.0,Action,24000000,107,5.2,English,Hollywood
Paternity,1981.0,Comedy,37010639,94,4.9,English,Hollywood
King of the Mountain,1981.0,Action,2000000,90,5.5,English,Hollywood
Scream,1981.0,Horror,37010639,82,2.9,English,Hollywood
The Devil and Max Devlin,1981.0,Comedy,37010639,96,5.0,English,Hollywood
Longshot,1981.0,Comedy,37010639,100,5.1,English,Hollywood
Fast Times at Ridgemont High,1982.0,Comedy,4500000,90,7.2,English,Hollywood
Blade Runner,1982.0,Action,28000000,117,8.1,English,Hollywood
The Thing,1982.0,Horror,15000000,109,8.1,English,Hollywood
Conan the Barbarian,1982.0,Action,20000000,129,6.9,English,Hollywood
E.T. the Extra-Terrestrial,1982.0,Family,10500000,115,7.8,English,Hollywood
First Blood,1982.0,Action,15000000,93,7.7,English,Hollywood
An Officer and a Gentleman,1982.0,Drama,7500000,124,7.0,English,Hollywood
Grease 2,1982.0,Comedy,13200000,115,4.4,English,Hollywood
Annie,1982.0,Comedy,50000000,127,6.6,English,Hollywood
Poltergeist,1982.0,Horror,10700000,114,7.3,English,Hollywood
48 Hrs.,1982.0,Action,12000000,96,6.9,English,Hollywood
Star Trek II: The Wrath of Khan,1982.0,Action,11200000,113,7.7,English,Hollywood
The Last American Virgin,1982.0,Comedy,37010639,92,6.3,English,Hollywood
Tootsie,1982.0,Comedy,21000000,116,7.4,English,Hollywood
Tron,1982.0,Action,17000000,96,6.8,English,Hollywood
The Secret of NIMH,1982.0,Animation,7000000,82,7.6,English,Hollywood
The King of Comedy,1982.0,Comedy,20000000,109,7.8,English,Hollywood
Rocky III,1982.0,Drama,17000000,99,6.8,English,Hollywood
The Beastmaster,1982.0,Action,8000000,118,6.2,English,Hollywood
Creepshow,1982.0,Comedy,8000000,120,6.9,English,Hollywood
Cat People,1982.0,Fantasy,18000000,118,6.2,English,Hollywood
Friday the 13th Part III,1982.0,Horror,2300000,95,5.7,English,Hollywood
Firefox,1982.0,Action,18000000,136,6.0,English,Hollywood
Halloween III: Season of the Witch,1982.0,Horror,2500000,98,5.0,English,Hollywood
The Verdict,1982.0,Drama,16000000,129,7.7,English,Hollywood
Zapped!,1982.0,Comedy,37010639,98,4.9,English,Hollywood
Six Pack,1982.0,Comedy,37010639,108,5.9,English,Hollywood
The World According to Garp,1982.0,Comedy,17000000,136,7.2,English,Hollywood
Diner,1982.0,Comedy,5000000,110,7.1,English,Hollywood
The Best Little Whorehouse in Texas,1982.0,Comedy,35000000,114,6.0,English,Hollywood
Night Shift,1982.0,Comedy,37010639,106,6.6,English,Hollywood
Summer Lovers,1982.0,Comedy,37010639,98,5.7,English,Hollywood
The Entity,1982.0,Drama,9000000,125,6.7,English,Hollywood
Airplane II: the Sequel,1982.0,Comedy,15000000,85,6.2,English,Hollywood
The Toy,1982.0,Comedy,17000000,102,5.8,English,Hollywood
The House on Sorority Row,1982.0,Horror,425000,91,6.0,English,Hollywood
The Sword and the Sorcerer,1982.0,Action,37010639,99,5.6,English,Hollywood
Death Wish II,1982.0,Action,2000000,89,6.0,English,Hollywood
Silent Rage,1982.0,Action,4500000,103,5.5,English,Hollywood
Personal Best,1982.0,Drama,16000000,128,6.3,English,Hollywood
Dead Men Don't Wear Plaid,1982.0,Comedy,9000000,88,6.9,English,Hollywood
Missing,1982.0,Biography,9500000,122,7.7,English,Hollywood
Frances,1982.0,Biography,37010639,140,7.3,English,Hollywood
The Seduction,1982.0,Thriller,37010639,104,4.9,English,Hollywood
Cannery Row,1982.0,Comedy,11300000,120,6.7,English,Hollywood
Deathtrap,1982.0,Comedy,37010639,116,7.0,English,Hollywood
Tex,1982.0,Drama,37010639,103,6.5,English,Hollywood
Time Walker,1982.0,Horror,750000,83,3.6,English,Hollywood
"I, the Jury",1982.0,Crime,37010639,111,5.9,English,Hollywood
Tempest,1982.0,Comedy,13000000,140,6.5,English,Hollywood
Young Doctors in Love,1982.0,Comedy,37010639,96,5.5,English,Hollywood
My Favorite Year,1982.0,Comedy,37010639,92,7.4,English,Hollywood
Still of the Night,1982.0,Crime,10000000,93,6.1,English,Hollywood
Parasite,1982.0,Horror,800000,85,3.9,English,Hollywood
Making Love,1982.0,Drama,37010639,113,6.9,English,Hollywood
Honkytonk Man,1982.0,Comedy,2000000,122,6.6,English,Hollywood
The Beast Within,1982.0,Horror,37010639,98,5.6,English,Hollywood
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",1982.0,Comedy,850000,109,7.2,English,Hollywood
The Border,1982.0,Crime,22000000,108,6.4,English,Hollywood
Kiss Me Goodbye,1982.0,Comedy,37010639,101,6.0,English,Hollywood
A Midsummer Night's Sex Comedy,1982.0,Comedy,37010639,88,6.6,English,Hollywood
Best Friends,1982.0,Comedy,15000000,116,5.5,English,Hollywood
Shoot the Moon,1982.0,Drama,12000000,124,6.9,English,Hollywood
Lookin' to Get Out,1982.0,Comedy,17000000,105,5.1,English,Hollywood
Barbarosa,1982.0,Western,11000000,90,6.4,English,Hollywood
A Little Sex,1982.0,Comedy,37010639,95,4.9,English,Hollywood
Class Reunion,1982.0,Comedy,37010639,84,4.7,English,Hollywood
Hanky Panky,1982.0,Action,37010639,110,5.6,English,Hollywood
Author! Author!,1982.0,Comedy,37010639,110,6.2,English,Hollywood
The Challenge,1982.0,Action,37010639,108,6.3,English,Hollywood
The Soldier,1982.0,Action,4000000,96,5.3,English,Hollywood
Wrong Is Right,1982.0,Comedy,10000000,117,5.7,English,Hollywood
Six Weeks,1982.0,Drama,37010639,107,5.7,English,Hollywood
Jekyll and Hyde... Together Again,1982.0,Sci-Fi,5000000,87,6.2,English,Hollywood
Forced Vengeance,1982.0,Action,5000000,90,5.6,English,Hollywood
The Escape Artist,1982.0,Comedy,37010639,94,6.2,English,Hollywood
Endangered Species,1982.0,Drama,37010639,97,5.9,English,Hollywood
Things Are Tough All Over,1982.0,Action,7000000,90,6.0,English,Hollywood
Homework,1982.0,Comedy,37010639,90,3.5,English,Hollywood
Jinxed!,1982.0,Comedy,13400000,103,4.7,English,Hollywood
They Call Me Bruce,1982.0,Action,37010639,87,5.7,English,Hollywood
Some Kind of Hero,1982.0,Comedy,37010639,97,5.8,English,Hollywood
Hammett,1982.0,Crime,37010639,97,6.5,English,Hollywood
Five Days One Summer,1982.0,Drama,15000000,108,6.1,English,Hollywood
Penitentiary II,1982.0,Crime,37010639,108,4.4,English,Hollywood
Partners,1982.0,Comedy,6000000,93,5.3,English,Hollywood
Richard Pryor: Live on the Sunset Strip,1982.0,Comedy,37010639,82,7.7,English,Hollywood
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1982.0,Animation,37010639,74,7.1,English,Hollywood
Monsignor,1982.0,Crime,37010639,121,5.1,English,Hollywood
"Yes, Giorgio",1982.0,Comedy,19000000,110,3.9,English,Hollywood
I Ought to Be in Pictures,1982.0,Comedy,37010639,108,6.2,English,Hollywood
Fighting Back,1982.0,Action,37010639,98,6.1,English,Hollywood
The Wizard of Oz,1982.0,Animation,37010639,78,6.8,English,Hollywood
Heidi's Song,1982.0,Animation,37010639,94,6.3,English,Hollywood
Love Child,1982.0,Crime,37010639,96,5.7,English,Hollywood
Boardinghouse,1982.0,Comedy,10000,98,3.8,English,Hollywood
The Personals,1982.0,Comedy,435000,90,6.7,English,Hollywood
Scarface,1983.0,Crime,25000000,170,8.3,English,Hollywood
The Outsiders,1983.0,Crime,10000000,91,7.1,English,Hollywood
Star Wars: Episode VI - Return of the Jedi,1983.0,Action,32500000,131,8.3,English,Hollywood
Risky Business,1983.0,Comedy,6200000,99,6.8,English,Hollywood
National Lampoon's Vacation,1983.0,Adventure,15000000,98,7.4,English,Hollywood
Trading Places,1983.0,Comedy,15000000,116,7.5,English,Hollywood
The Big Chill,1983.0,Comedy,8000000,105,7.2,English,Hollywood
Staying Alive,1983.0,Drama,22000000,93,4.7,English,Hollywood
Jaws 3-D,1983.0,Adventure,20500000,99,3.7,English,Hollywood
Christine,1983.0,Horror,9700000,110,6.7,English,Hollywood
Sleepaway Camp,1983.0,Horror,350000,84,6.3,English,Hollywood
Flashdance,1983.0,Drama,4000000,95,6.2,English,Hollywood
WarGames,1983.0,Action,12000000,114,7.1,English,Hollywood
The Right Stuff,1983.0,Adventure,27000000,193,7.8,English,Hollywood
Spring Break,1983.0,Comedy,37010639,102,4.9,English,Hollywood
The Dead Zone,1983.0,Drama,10000000,103,7.2,English,Hollywood
Private School,1983.0,Comedy,3500000,89,5.3,English,Hollywood
Valley Girl,1983.0,Comedy,350000,99,6.4,English,Hollywood
Rumble Fish,1983.0,Crime,10000000,94,7.2,English,Hollywood
Terms of Endearment,1983.0,Comedy,8000000,132,7.4,English,Hollywood
Twilight Zone: The Movie,1983.0,Horror,10000000,101,6.5,English,Hollywood
A Christmas Story,1983.0,Comedy,3300000,93,7.9,English,Hollywood
Cujo,1983.0,Horror,5000000,93,6.1,English,Hollywood
Sudden Impact,1983.0,Action,22000000,117,6.6,English,Hollywood
Mr. Mom,1983.0,Comedy,37010639,91,6.6,English,Hollywood
Blue Thunder,1983.0,Action,22000000,109,6.4,English,Hollywood
Breathless,1983.0,Action,7500000,100,5.9,English,Hollywood
Psycho II,1983.0,Crime,5000000,113,6.5,English,Hollywood
Bad Boys,1983.0,Crime,37010639,123,7.2,English,Hollywood
Silkwood,1983.0,Biography,10000000,131,7.2,English,Hollywood
All the Right Moves,1983.0,Drama,5600000,91,5.9,English,Hollywood
My Tutor,1983.0,Comedy,37010639,97,5.2,English,Hollywood
Fire and Ice,1983.0,Animation,1200000,81,6.6,English,Hollywood
Eddie and the Cruisers,1983.0,Drama,37010639,95,6.9,English,Hollywood
Hot Dog... The Movie,1983.0,Comedy,37010639,96,5.0,English,Hollywood
Smokey and the Bandit Part 3,1983.0,Action,37010639,85,3.5,English,Hollywood
Deathstalker,1983.0,Action,457000,80,4.6,English,Hollywood
Something Wicked This Way Comes,1983.0,Fantasy,19000000,95,6.8,English,Hollywood
Tender Mercies,1983.0,Drama,37010639,92,7.4,English,Hollywood
Star 80,1983.0,Biography,12000000,103,6.7,English,Hollywood
Gorky Park,1983.0,Crime,15000000,128,6.7,English,Hollywood
Lone Wolf McQuade,1983.0,Action,5000000,107,6.3,English,Hollywood
Easy Money,1983.0,Comedy,37010639,95,6.3,English,Hollywood
Brainstorm,1983.0,Sci-Fi,15000000,106,6.4,English,Hollywood
The Man with Two Brains,1983.0,Comedy,37010639,93,6.4,English,Hollywood
Angel,1983.0,Action,3000000,94,5.7,English,Hollywood
10 to Midnight,1983.0,Crime,4520000,101,6.3,English,Hollywood
Uncommon Valor,1983.0,Action,14500000,105,6.4,English,Hollywood
Doctor Detroit,1983.0,Comedy,37010639,89,5.2,English,Hollywood
Mortuary,1983.0,Horror,250000,93,5.2,English,Hollywood
Stroker Ace,1983.0,Action,37010639,96,4.9,English,Hollywood
Two of a Kind,1983.0,Comedy,14000000,88,4.7,English,Hollywood
Chained Heat,1983.0,Action,1250000,95,5.0,English,Hollywood
Spacehunter: Adventures in the Forbidden Zone,1983.0,Action,14400000,90,5.5,English,Hollywood
High Road to China,1983.0,Adventure,19000000,105,6.1,English,Hollywood
Never Cry Wolf,1983.0,Adventure,37010639,105,7.5,English,Hollywood
A Night in Heaven,1983.0,Drama,37010639,83,4.3,English,Hollywood
Under Fire,1983.0,Drama,9500000,128,7.0,English,Hollywood
Testament,1983.0,Drama,37010639,90,7.0,English,Hollywood
The Osterman Weekend,1983.0,Action,6500000,103,5.9,English,Hollywood
Revenge of the Ninja,1983.0,Action,700000,90,6.1,English,Hollywood
Zelig,1983.0,Comedy,37010639,79,7.7,English,Hollywood
Independence Day,1983.0,Drama,37010639,110,6.5,English,Hollywood
To Be or Not to Be,1983.0,Comedy,9000000,107,6.8,English,Hollywood
Still Smokin,1983.0,Comedy,37010639,91,5.6,English,Hollywood
D.C. Cab,1983.0,Action,8000000,100,5.5,English,Hollywood
The Survivors,1983.0,Comedy,12000000,103,5.8,English,Hollywood
The Lonely Lady,1983.0,Drama,5000000,92,3.0,English,Hollywood
The Star Chamber,1983.0,Crime,37010639,109,6.3,English,Hollywood
The Lords of Discipline,1983.0,Thriller,37010639,102,6.6,English,Hollywood
Cross Creek,1983.0,Biography,37010639,127,7.0,English,Hollywood
The Man Who Loved Women,1983.0,Comedy,19000000,110,5.3,English,Hollywood
Nightmares,1983.0,Horror,6000000,99,5.8,English,Hollywood
Deal of the Century,1983.0,Comedy,10000000,99,4.6,English,Hollywood
Eddie Macon's Run,1983.0,Action,5000000,95,5.7,English,Hollywood
Max Dugan Returns,1983.0,Comedy,37010639,98,6.6,English,Hollywood
The Sting II,1983.0,Comedy,37010639,101,4.9,English,Hollywood
Baby It's You,1983.0,Comedy,3000000,105,6.3,English,Hollywood
Heart Like a Wheel,1983.0,Biography,37010639,113,6.7,English,Hollywood
Love Letters,1983.0,Drama,550000,88,5.9,English,Hollywood
Get Crazy,1983.0,Comedy,5500000,92,6.7,English,Hollywood
Strange Invaders,1983.0,Horror,37010639,94,5.5,English,Hollywood
The Black Stallion Returns,1983.0,Adventure,37010639,103,6.0,English,Hollywood
Metalstorm: the Destruction of Jared-Syn,1983.0,Action,37010639,84,3.8,English,Hollywood
Getting It on,1983.0,Comedy,220000,96,3.7,English,Hollywood
Lianna,1983.0,Drama,300000,110,6.8,English,Hollywood
Lovesick,1983.0,Comedy,10100000,95,5.2,English,Hollywood
Exposed,1983.0,Drama,37010639,100,5.1,English,Hollywood
Trenchcoat,1983.0,Comedy,5000000,91,5.3,English,Hollywood
The Man Who Wasn't There,1983.0,Action,37010639,111,3.8,English,Hollywood
Table for Five,1983.0,Drama,37010639,122,6.1,English,Hollywood
Romantic Comedy,1983.0,Comedy,37010639,103,5.2,English,Hollywood
Young Warriors,1983.0,Action,37010639,105,4.7,English,Hollywood
"Man, Woman and Child",1983.0,Drama,37010639,99,6.1,English,Hollywood
Richard Pryor... Here and Now,1983.0,Comedy,37010639,83,7.3,English,Hollywood
Deadly Force,1983.0,Action,3000000,95,4.9,English,Hollywood
My Brother's Wedding,1983.0,Drama,50000,115,7.2,English,Hollywood
Blue Skies Again,1983.0,Comedy,37010639,96,5.4,English,Hollywood
Last Plane Out,1983.0,Action,37010639,92,4.5,English,Hollywood
The Golden Seal,1983.0,Drama,37010639,94,5.3,English,Hollywood
Dune,1984.0,Action,40000000,137,6.5,English,Hollywood
Ghostbusters,1984.0,Action,30000000,105,7.8,English,Hollywood
The Karate Kid,1984.0,Action,8000000,126,7.3,English,Hollywood
Police Academy,1984.0,Comedy,4500000,96,6.7,English,Hollywood
Indiana Jones and the Temple of Doom,1984.0,Action,28000000,118,7.5,English,Hollywood
Body Double,1984.0,Crime,10000000,114,6.8,English,Hollywood
A Nightmare on Elm Street,1984.0,Horror,1800000,91,7.5,English,Hollywood
Amadeus,1984.0,Biography,18000000,160,8.3,English,Hollywood
Beverly Hills Cop,1984.0,Action,14000000,105,7.3,English,Hollywood
Red Dawn,1984.0,Action,17000000,114,6.4,English,Hollywood
Footloose,1984.0,Drama,8200000,107,6.6,English,Hollywood
Revenge of the Nerds,1984.0,Comedy,8000000,90,6.6,English,Hollywood
Gremlins,1984.0,Comedy,11000000,106,7.3,English,Hollywood
Streets of Fire,1984.0,Action,14500000,93,6.7,English,Hollywood
Sixteen Candles,1984.0,Comedy,6500000,93,7.0,English,Hollywood
This Is Spinal Tap,1984.0,Comedy,2500000,82,7.9,English,Hollywood
Conan the Destroyer,1984.0,Action,18000000,103,5.9,English,Hollywood
Children of the Corn,1984.0,Horror,800000,92,5.6,English,Hollywood
The Last Starfighter,1984.0,Action,15000000,101,6.8,English,Hollywood
Splash,1984.0,Comedy,8000000,111,6.3,English,Hollywood
Blood Simple,1984.0,Crime,1500000,99,7.6,English,Hollywood
The Natural,1984.0,Drama,28000000,138,7.5,English,Hollywood
Bachelor Party,1984.0,Comedy,5000000,105,6.3,English,Hollywood
Friday the 13th: the Final Chapter,1984.0,Horror,2600000,91,6.0,English,Hollywood
Hardbodies,1984.0,Comedy,37010639,88,4.9,English,Hollywood
Against All Odds,1984.0,Action,13000000,128,5.9,English,Hollywood
Firestarter,1984.0,Action,15000000,114,6.1,English,Hollywood
C.H.U.D.,1984.0,Horror,1250000,88,5.6,English,Hollywood
The Woman in Red,1984.0,Comedy,9000000,87,6.0,English,Hollywood
Runaway,1984.0,Action,37010639,99,5.9,English,Hollywood
The Adventures of Buckaroo Banzai Across the 8th Dimension,1984.0,Adventure,37010639,103,6.4,English,Hollywood
Star Trek III: The Search for Spock,1984.0,Action,17000000,105,6.7,English,Hollywood
Repo Man,1984.0,Action,1500000,92,6.9,English,Hollywood
2010: the Year We Make Contact,1984.0,Adventure,28000000,116,6.8,English,Hollywood
The Cotton Club,1984.0,Crime,58000000,127,6.5,English,Hollywood
Starman,1984.0,Romance,22000000,115,7.0,English,Hollywood
Night of the Comet,1984.0,Comedy,700000,95,6.4,English,Hollywood
